Date,Salesperson,Customer,Car Make,Car Year,Original manufacture sale,Car Tax rate,Gov Income,Profit Rate,Profit Income,Sale Price,Commission Rate,Commission Earned,Company Revenue
10/12/2015,Kevin Lewis,Customer_71040,Nissan,2015,15416.346,0.15,2312.4519,0.25,4432.199475,22161,0.07,1551.269816,5193.384184
8/21/2015,Elizabeth Thomas,Customer_71049,Tesla,2022,29275.08,0.15,4391.262,0.25,8416.5855,42082.93,0.06,2524.97565,10282.87435
6/15/2015,Emily Johnson,Customer_71081,Nissan,2021,15069.228,0.15,2260.3842,0.25,4332.40305,21662.02,0.13,2816.061983,3776.730017
2/3/2015,Joseph Scott,Customer_71089,BMW,2018,28279.74,0.15,4241.961,0.25,8130.42525,40652.13,0.06,2439.127575,9933.262425
3/12/2015,Margaret Lopez,Customer_71096,Toyota,2024,24475.272,0.15,3671.2908,0.25,7036.6407,35183.2,0.03,1055.496105,9652.431895
2/2/2015,Jessica Brown,Customer_71098,Toyota,2023,22953.06,0.15,3442.959,0.25,6599.00475,32995.02,0.02,659.900475,9382.059525
10/10/2015,Michael Jones,Customer_71105,BMW,2020,60148.908,0.15,9022.3362,0.25,17292.81105,86464.06,0.14,12104.96774,14210.18426
12/3/2015,Susan Martinez,Customer_71121,Honda,2021,25283.16,0.15,3792.474,0.25,7268.9085,36344.54,0.05,1817.227125,9244.152875
7/30/2015,Mary Butler,Customer_71144,Tesla,2017,26496.744,0.15,3974.5116,0.25,7617.8139,38089.07,0.01,380.890695,11211.43531
3/26/2015,Barbara Garcia,Customer_71146,Ford,2016,52884.144,0.15,7932.6216,0.25,15204.1914,76020.96,0.14,10642.93398,12493.88202
12/9/2009,Daniel Taylor,Customer_71152,Mazda,2023,24403.23,0.15,3660.4845,0.25,7015.928625,35079.64,0.15,5261.946469,5414.463531
8/7/2015,Anthony Hernandez,Customer_71171,Mazda,2023,25675.428,0.15,3851.3142,0.25,7381.68555,36908.43,0.03,1107.252833,10125.74917
4/13/2015,Daniel Taylor,Customer_71182,Toyota,2024,13221.102,0.15,1983.1653,0.25,3801.066825,19005.33,0.01,190.0533413,5594.174659
3/9/2009,Kevin Lewis,Customer_71192,Nissan,2017,16868.622,0.15,2530.2933,0.25,4849.728825,24248.64,0.09,2182.377971,5197.640029
4/24/2009,Barbara Garcia,Customer_71202,Chevrolet,2021,14815.836,0.15,2222.3754,0.25,4259.55285,21297.76,0.11,2342.754068,4139.169932
4/21/2015,Anthony Hernandez,Customer_71206,Toyota,2020,29671.2,0.15,4450.68,0.25,8530.47,42652.35,0.04,1706.094,11275.056
1/28/2009,Patricia Wilson,Customer_71209,Nissan,2020,25364.64,0.15,3804.696,0.25,7292.334,36461.67,0.12,4375.4004,6721.6296
11/8/2015,Matthew White,Customer_71215,BMW,2018,39127.974,0.15,5869.1961,0.25,11249.29253,56246.46,0.07,3937.252384,13181.23362
4/12/2009,Richard Pierce,Customer_71217,Chevrolet,2021,27725.454,0.15,4158.8181,0.25,7971.068025,39855.34,0.13,5181.194216,6948.691784
4/25/2015,Ryan Robinson,Customer_71222,Chevrolet,2024,24930.672,0.15,3739.6008,0.25,7167.5682,35837.84,0.04,1433.51364,9473.65436
3/15/2009,Donna Lee,Customer_71262,Tesla,2018,31713.516,0.15,4757.0274,0.25,9117.63585,45588.18,0.07,3191.172548,10683.49145
10/8/2015,David Williams,Customer_71283,Ford,2017,41096.16,0.15,6164.424,0.25,11815.146,59075.73,0.05,2953.7865,15025.7835
1/28/2009,Emily Johnson,Customer_71291,Mazda,2018,29064.048,0.15,4359.6072,0.25,8355.9138,41779.57,0.04,1671.18276,11044.33924
10/1/2015,Karen Green,Customer_71297,Chevrolet,2015,17194.98,0.15,2579.247,0.25,4943.55675,24717.78,0.1,2471.778375,5051.021625
12/30/2015,Sandra Moore,Customer_71316,Toyota,2018,22764.768,0.15,3414.7152,0.25,6544.8708,32724.35,0.04,1308.97416,8650.60784
4/29/2009,Jessica Brown,Customer_71317,Toyota,2018,15868.224,0.15,2380.2336,0.25,4562.1144,22810.57,0.08,1824.84576,5117.50024
12/15/2009,Karen Green,Customer_71321,Honda,2024,21184.38,0.15,3177.657,0.25,6090.50925,30452.55,0.15,4567.881938,4700.288062
10/21/2015,William Young,Customer_71328,Mercedes,2019,383431.044,0.15,57514.6566,0.25,110236.4252,551182.13,0.06,33070.92755,134680.1585
5/21/2015,Ryan Robinson,Customer_71331,Toyota,2018,22976.622,0.15,3446.4933,0.25,6605.778825,33028.89,0.03,990.8668238,9061.401176
1/25/2015,Mary Butler,Customer_71361,Toyota,2016,24362.616,0.15,3654.3924,0.25,7004.2521,35021.26,0.06,2101.27563,8557.36837
3/16/2009,William Young,Customer_71363,Chevrolet,2024,28011.57,0.15,4201.7355,0.25,8053.326375,40266.63,0.13,5234.662144,7020.397856
7/9/2009,Daniel Taylor,Customer_71367,Honda,2023,16389.294,0.15,2458.3941,0.25,4711.922025,23559.61,0.13,3062.749316,4107.566684
4/23/2009,Barbara Garcia,Customer_71381,Mazda,2020,22778.028,0.15,3416.7042,0.25,6548.68305,32743.42,0.02,654.868305,9310.523695
11/9/2015,Joseph Scott,Customer_71385,Toyota,2018,31073.436,0.15,4661.0154,0.25,8933.61285,44668.06,0.14,6253.528995,7341.095005
12/25/2009,Daniel Taylor,Customer_71387,Tesla,2022,66032.568,0.15,9904.8852,0.25,18984.3633,94921.82,0.11,10441.39982,18447.85218
6/24/2009,David Williams,Customer_71397,Toyota,2017,16552.62,0.15,2482.893,0.25,4758.87825,23794.39,0.05,1189.719563,6052.050437
8/7/2009,Mary Butler,Customer_71403,Mazda,2016,22918.92,0.15,3437.838,0.25,6589.1895,32945.95,0.01,329.459475,9697.570525
4/19/2009,Matthew White,Customer_71418,Nissan,2016,13081.308,0.15,1962.1962,0.25,3760.87605,18804.38,0.09,1692.394223,4030.677777
4/4/2015,Kevin Lewis,Customer_71430,BMW,2024,26242.56,0.15,3936.384,0.25,7544.736,37723.68,0.02,754.4736,10726.6464
7/13/2015,Anthony Hernandez,Customer_71438,Tesla,2019,30253.32,0.15,4537.998,0.25,8697.8295,43489.15,0.14,6088.48065,7147.34935
10/29/2009,Jessica Brown,Customer_71439,Toyota,2018,30807.828,0.15,4621.1742,0.25,8857.25055,44286.25,0.11,4871.487803,8606.934197
12/31/2015,Ryan Robinson,Customer_71445,Tesla,2016,34966.11,0.15,5244.9165,0.25,10052.75663,50263.78,0.09,4523.740481,10773.92952
12/15/2015,William Young,Customer_71448,Toyota,2019,31418.928,0.15,4712.8392,0.25,9032.9418,45164.71,0.08,3613.17672,10132.60528
10/22/2009,Richard Pierce,Customer_71455,Honda,2024,24287.688,0.15,3643.1532,0.25,6982.7103,34913.55,0.11,3840.490665,6785.371335
1/21/2015,Jessica Brown,Customer_71504,Toyota,2020,19523.862,0.15,2928.5793,0.25,5613.110325,28065.55,0.09,2525.899646,6015.788354
11/12/2009,Jessica Brown,Customer_71507,Toyota,2017,16170.804,0.15,2425.6206,0.25,4649.10615,23245.53,0.09,2092.097768,4982.628232
6/28/2015,Richard Pierce,Customer_71521,Honda,2022,17462.4,0.15,2619.36,0.25,5020.44,25102.2,0.07,1757.154,5882.646
9/16/2009,Patricia Wilson,Customer_71522,Tesla,2020,46460.628,0.15,6969.0942,0.25,13357.43055,66787.15,0.13,8682.329858,11644.19214
6/5/2015,Kevin Lewis,Customer_71541,Mazda,2018,19264.74,0.15,2889.711,0.25,5538.61275,27693.06,0.1,2769.306375,5659.013625
6/18/2015,David Williams,Customer_71555,Chevrolet,2023,18012.33,0.15,2701.8495,0.25,5178.544875,25892.72,0.05,1294.636219,6585.753781
7/12/2009,Donna Lee,Customer_71570,Honda,2020,30553.92,0.15,4583.088,0.25,8784.252,43921.26,0.03,1317.6378,12049.7022
6/30/2009,Patricia Wilson,Customer_71598,BMW,2020,59763.648,0.15,8964.5472,0.25,17182.0488,85910.24,0.06,5154.61464,20991.97736
2/1/2009,Jacob Walker,Customer_71631,Ford,2015,61415.604,0.15,9212.3406,0.25,17656.98615,88284.93,0.03,2648.547923,24220.77808
2/11/2009,Patricia Wilson,Customer_71639,Toyota,2023,15814.62,0.15,2372.193,0.25,4546.70325,22733.52,0.03,682.0054875,6236.894513
11/22/2015,Mary Butler,Customer_71682,Mazda,2019,28533.048,0.15,4279.9572,0.25,8203.2513,41016.26,0.07,2871.137955,9612.074045
4/9/2015,Donna Lee,Customer_71686,Chevrolet,2024,31574.844,0.15,4736.2266,0.25,9077.76765,45388.84,0.07,3177.218678,10636.77732
11/19/2015,Jennifer Davis,Customer_71687,Mazda,2023,16027.632,0.15,2404.1448,0.25,4607.9442,23039.72,0.08,1843.17768,5168.91032
1/28/2009,Susan Martinez,Customer_71688,Honda,2022,25907.4,0.15,3886.11,0.25,7448.3775,37241.89,0.11,4096.607625,7237.882375
10/19/2009,Donna Lee,Customer_71706,Chevrolet,2023,20850.036,0.15,3127.5054,0.25,5994.38535,29971.93,0.01,299.7192675,8822.174733
3/13/2009,Nancy King,Customer_71708,Chevrolet,2019,24396.912,0.15,3659.5368,0.25,7014.1122,35070.56,0.11,3857.76171,6815.88629
6/25/2015,Edward Adams,Customer_71709,Ford,2023,58573.056,0.15,8785.9584,0.25,16839.7536,84198.77,0.06,5051.92608,20573.78792
12/9/2015,Jacob Walker,Customer_71714,Ford,2015,44543.532,0.15,6681.5298,0.25,12806.26545,64031.33,0.06,3841.879635,15645.91837
6/3/2015,Sandra Moore,Customer_71741,Honda,2016,27298.296,0.15,4094.7444,0.25,7848.2601,39241.3,0.03,1177.239015,10765.76499
12/7/2009,Margaret Lopez,Customer_71748,Ford,2015,34418.52,0.15,5162.778,0.25,9895.3245,49476.62,0.08,3958.1298,11099.9702
9/24/2015,Jacob Walker,Customer_71759,Chevrolet,2017,12240,0.15,1836,0.25,3519,17595,0.02,351.9,5003.1
10/21/2009,Donna Lee,Customer_71762,Honda,2018,16345.836,0.15,2451.8754,0.25,4699.42785,23497.14,0.06,1409.828355,5741.475645
1/3/2015,Patricia Wilson,Customer_71795,Ford,2016,33565.77,0.15,5034.8655,0.25,9650.158875,48250.79,0.05,2412.539719,12272.48028
6/19/2009,James Miller,Customer_71797,Honda,2015,24716.49,0.15,3707.4735,0.25,7105.990875,35529.95,0.13,4618.894069,6194.565931
4/14/2009,David Williams,Customer_71812,BMW,2017,34912.176,0.15,5236.8264,0.25,10037.2506,50186.25,0.04,2007.45012,13266.62388
1/13/2015,Ryan Robinson,Customer_71813,Tesla,2020,27450.06,0.15,4117.509,0.25,7891.89225,39459.46,0.1,3945.946125,8063.453875
9/17/2009,Michael Jones,Customer_71829,BMW,2021,30340.278,0.15,4551.0417,0.25,8722.829925,43614.15,0.07,3052.990474,10220.88153
1/16/2015,Jennifer Davis,Customer_71844,Chevrolet,2021,27694.266,0.15,4154.1399,0.25,7962.101475,39810.51,0.13,5175.365959,6940.878041
8/18/2009,Karen Green,Customer_71849,Toyota,2015,27191.052,0.15,4078.6578,0.25,7817.42745,39087.14,0.14,5472.199215,6423.888785
11/8/2015,Sandra Moore,Customer_71850,Toyota,2024,22597.662,0.15,3389.6493,0.25,6496.827825,32484.14,0.09,2923.572521,6962.905479
10/3/2015,David Williams,Customer_71879,Honda,2022,25502.652,0.15,3825.3978,0.25,7332.01245,36660.06,0.02,733.201245,10424.20676
2/25/2015,Jacob Walker,Customer_71881,Chevrolet,2023,24734.592,0.15,3710.1888,0.25,7111.1952,35555.98,0.02,711.11952,10110.26848
11/4/2009,William Young,Customer_71891,Toyota,2016,25390.08,0.15,3808.512,0.25,7299.648,36498.24,0.14,5109.7536,5998.4064
10/10/2009,Margaret Lopez,Customer_71896,Nissan,2019,19010.19,0.15,2851.5285,0.25,5465.429625,27327.15,0.15,4099.072219,4217.887781
5/7/2009,Linda Anderson,Customer_71914,Nissan,2016,33849.33,0.15,5077.3995,0.25,9731.682375,48658.41,0.15,7298.761781,7510.318219
4/18/2009,Margaret Lopez,Customer_71916,Chevrolet,2018,20166.432,0.15,3024.9648,0.25,5797.8492,28989.25,0.04,1159.56984,7663.24816
7/12/2015,Ryan Robinson,Customer_71917,Chevrolet,2020,20724.156,0.15,3108.6234,0.25,5958.19485,29790.97,0.02,595.819485,8470.994515
4/7/2009,Nancy King,Customer_71924,Tesla,2020,36207.516,0.15,5431.1274,0.25,10409.66085,52048.3,0.07,3643.381298,12197.4027
4/19/2009,Mary Butler,Customer_71930,Toyota,2024,29940.12,0.15,4491.018,0.25,8607.7845,43038.92,0.09,3873.503025,9225.296975
3/2/2015,Richard Pierce,Customer_71937,Lamborghini,2018,392135.28,0.15,58820.292,0.25,112738.893,563694.47,0.15,84554.16975,87005.02025
12/14/2009,Elizabeth Thomas,Customer_71939,Lamborghini,2022,420321.96,0.15,63048.294,0.25,120842.5635,604212.82,0.08,48337.0254,135553.8346
2/21/2009,Daniel Taylor,Customer_71942,Toyota,2018,21074.76,0.15,3161.214,0.25,6058.9935,30294.97,0.05,1514.748375,7705.461625
10/6/2015,Daniel Taylor,Customer_71943,Tesla,2018,61624.776,0.15,9243.7164,0.25,17717.1231,88585.62,0.13,11516.13002,15444.71398
3/12/2015,Susan Martinez,Customer_71955,Ford,2020,31723.236,0.15,4758.4854,0.25,9120.43035,45602.15,0.14,6384.301245,7494.612755
7/26/2015,Ryan Robinson,Customer_71965,Mazda,2016,26320.32,0.15,3948.048,0.25,7567.092,37835.46,0.11,4161.9006,7353.2394
10/23/2015,Michael Jones,Customer_71970,Nissan,2024,18117.036,0.15,2717.5554,0.25,5208.64785,26043.24,0.02,520.864785,7405.339215
5/30/2015,Jennifer Davis,Customer_71981,Nissan,2023,32365.152,0.15,4854.7728,0.25,9304.9812,46524.91,0.09,4187.24154,9972.51646
5/11/2015,Christopher Martinez,Customer_71991,BMW,2021,63171.516,0.15,9475.7274,0.25,18161.81085,90809.05,0.07,6356.633798,21280.9002
8/2/2015,Matthew White,Customer_71994,Toyota,2015,29835.216,0.15,4475.2824,0.25,8577.6246,42888.12,0.08,3431.04984,9621.85416
7/25/2015,Anthony Hernandez,Customer_71998,BMW,2022,46178.418,0.15,6926.7627,0.25,13276.29518,66381.48,0.07,4646.703311,15556.35869
12/22/2015,Kevin Lewis,Customer_72029,Honda,2017,20143.86,0.15,3021.579,0.25,5791.35975,28956.8,0.1,2895.679875,5917.260125
9/28/2009,David Williams,Customer_72033,Ford,2022,45202.74,0.15,6780.411,0.25,12995.78775,64978.94,0.1,6497.893875,13278.30613
4/24/2015,Patricia Wilson,Customer_72034,Toyota,2019,17407.956,0.15,2611.1934,0.25,5004.78735,25023.94,0.06,1501.436205,6114.547795
5/22/2009,John Smith,Customer_72037,Mazda,2018,32362.176,0.15,4854.3264,0.25,9304.1256,46520.63,0.12,5582.47536,8575.97864
4/10/2015,Daniel Taylor,Customer_72039,Nissan,2016,25990.944,0.15,3898.6416,0.25,7472.3964,37361.98,0.12,4483.43784,6887.59816
12/26/2009,Patricia Wilson,Customer_72081,Mercedes,2021,461568.576,0.15,69235.2864,0.25,132700.9656,663504.83,0.12,79620.57936,122315.6746
3/11/2009,Margaret Lopez,Customer_72084,Chevrolet,2019,31663.638,0.15,4749.5457,0.25,9103.295925,45516.48,0.11,5006.812759,8846.029241
3/16/2009,Patricia Wilson,Customer_72106,Toyota,2018,16372.836,0.15,2455.9254,0.25,4707.19035,23535.95,0.02,470.719035,6692.394965
11/28/2015,Jessica Brown,Customer_72113,Honda,2017,14865.12,0.15,2229.768,0.25,4273.722,21368.61,0.11,2350.5471,4152.9429
3/27/2009,Christopher Martinez,Customer_72117,Ford,2018,41796.426,0.15,6269.4639,0.25,12016.47248,60082.36,0.01,600.8236238,17685.11038
12/23/2009,James Miller,Customer_72122,Honda,2023,27473.238,0.15,4120.9857,0.25,7898.555925,39492.78,0.13,5134.061351,6885.480649
8/3/2015,Susan Martinez,Customer_72128,Nissan,2021,16141.68,0.15,2421.252,0.25,4640.733,23203.67,0.08,1856.2932,5205.6968
7/3/2015,Elizabeth Thomas,Customer_72137,Mazda,2020,19487.67,0.15,2923.1505,0.25,5602.705125,28013.53,0.15,4202.028844,4323.831156
11/16/2015,Kevin Lewis,Customer_72153,Mercedes,2015,438617.76,0.15,65792.664,0.25,126102.606,630513.03,0.12,75661.5636,116233.7064
5/19/2015,David Williams,Customer_72167,Toyota,2023,23342.184,0.15,3501.3276,0.25,6710.8779,33554.39,0.14,4697.61453,5514.59147
10/29/2009,Emily Johnson,Customer_72172,Chevrolet,2023,24121.98,0.15,3618.297,0.25,6935.06925,34675.35,0.02,693.506925,9859.863075
11/18/2009,John Smith,Customer_72187,Honda,2018,18547.032,0.15,2782.0548,0.25,5332.2717,26661.36,0.06,1599.68151,6514.64649
4/14/2009,Barbara Garcia,Customer_72188,BMW,2024,61370.82,0.15,9205.623,0.25,17644.11075,88220.55,0.05,4411.027688,22438.70231
8/18/2015,Daniel Taylor,Customer_72190,Ford,2020,43708.782,0.15,6556.3173,0.25,12566.27483,62831.37,0.09,5654.823671,13467.76433
3/18/2009,Donna Lee,Customer_72199,Toyota,2017,20173.296,0.15,3025.9944,0.25,5799.8226,28999.11,0.04,1159.96452,7665.84948
8/1/2015,Patricia Wilson,Customer_72221,Tesla,2018,42282.408,0.15,6342.3612,0.25,12156.1923,60780.96,0.09,5470.286535,13028.26547
11/29/2009,Jessica Brown,Customer_72230,Chevrolet,2022,13860,0.15,2079,0.25,3984.75,19923.75,0.1,1992.375,4071.375
1/8/2015,Nancy King,Customer_72232,Mazda,2015,24499.584,0.15,3674.9376,0.25,7043.6304,35218.15,0.08,2817.45216,7901.11384
12/11/2015,Jacob Walker,Customer_72236,Tesla,2015,30737.244,0.15,4610.5866,0.25,8836.95765,44184.79,0.06,2651.087295,10796.45871
7/19/2015,Edward Adams,Customer_72239,Nissan,2015,20389.92,0.15,3058.488,0.25,5862.102,29310.51,0.07,2051.7357,6868.8543
1/30/2009,Mary Butler,Customer_72241,Mazda,2018,30247.884,0.15,4537.1826,0.25,8696.26665,43481.33,0.01,434.8133325,12798.63267
7/17/2009,Margaret Lopez,Customer_72269,Tesla,2021,51270.12,0.15,7690.518,0.25,14740.1595,73700.8,0.1,7370.07975,15060.60025
11/26/2015,Matthew White,Customer_72272,Chevrolet,2024,28311.39,0.15,4246.7085,0.25,8139.524625,40697.62,0.15,6104.643469,6281.586531
6/26/2015,Nancy King,Customer_72278,Toyota,2023,26434.326,0.15,3965.1489,0.25,7599.868725,37999.34,0.01,379.9934363,11185.02056
3/5/2009,Michael Jones,Customer_72286,Ford,2023,34329.24,0.15,5149.386,0.25,9869.6565,49348.28,0.1,4934.82825,10084.21175
5/10/2009,Donna Lee,Customer_72295,BMW,2020,37813.572,0.15,5672.0358,0.25,10871.40195,54357.01,0.14,7609.981365,8933.456635
10/7/2015,Jessica Brown,Customer_72303,BMW,2016,47182.104,0.15,7077.3156,0.25,13564.8549,67824.27,0.11,7460.670195,13181.49581
7/7/2009,Jennifer Davis,Customer_72314,Toyota,2015,15960.216,0.15,2394.0324,0.25,4588.5621,22942.81,0.09,2064.852945,4917.741055
3/27/2009,Susan Martinez,Customer_72316,Chevrolet,2019,19613.988,0.15,2942.0982,0.25,5639.02155,28195.11,0.02,563.902155,8017.219845
6/18/2015,Dorothy Hall,Customer_72332,Toyota,2020,31162.038,0.15,4674.3057,0.25,8959.085925,44795.43,0.07,3135.680074,10497.71193
3/27/2009,Jacob Walker,Customer_72343,BMW,2017,31858.776,0.15,4778.8164,0.25,9159.3981,45796.99,0.11,5037.668955,8900.545045
9/15/2009,Margaret Lopez,Customer_72352,Toyota,2024,24284.604,0.15,3642.6906,0.25,6981.82365,34909.12,0.13,4538.185373,6086.330627
1/19/2009,Elizabeth Thomas,Customer_72359,Tesla,2017,46011.384,0.15,6901.7076,0.25,13228.2729,66141.36,0.02,1322.82729,18807.14871
6/4/2015,Jacob Walker,Customer_72371,Ford,2024,39295.08,0.15,5894.262,0.25,11297.3355,56486.68,0.1,5648.66775,11542.93225
9/20/2009,Michael Jones,Customer_72385,Ford,2019,48507.72,0.15,7276.158,0.25,13945.9695,69729.85,0.06,4183.79085,17038.33915
2/8/2015,Nancy King,Customer_72387,Toyota,2020,27744.768,0.15,4161.7152,0.25,7976.6208,39883.1,0.08,3190.64832,8947.68368
2/28/2015,Michael Jones,Customer_72392,Tesla,2023,35735.49,0.15,5360.3235,0.25,10273.95338,51369.77,0.05,2568.488344,13065.79166
6/6/2009,John Smith,Customer_72402,Tesla,2022,40332.636,0.15,6049.8954,0.25,11595.63285,57978.16,0.02,1159.563285,16485.96072
9/7/2009,Sandra Moore,Customer_72410,Toyota,2021,33537.948,0.15,5030.6922,0.25,9642.16005,48210.8,0.13,6267.404033,8405.447967
4/21/2009,Jessica Brown,Customer_72413,Lamborghini,2016,464058.792,0.15,69608.8188,0.25,133416.9027,667084.51,0.02,13341.69027,189684.0277
8/29/2009,Jacob Walker,Customer_72416,Tesla,2022,50966.16,0.15,7644.924,0.25,14652.771,73263.86,0.15,10989.57825,11308.12175
3/15/2015,Karen Green,Customer_72426,Ford,2015,61861.968,0.15,9279.2952,0.25,17785.3158,88926.58,0.08,7114.12632,19950.48568
11/14/2015,Joseph Scott,Customer_72434,Tesla,2018,26896.128,0.15,4034.4192,0.25,7732.6368,38663.18,0.12,4639.58208,7127.46992
1/16/2015,Sandra Moore,Customer_72436,Ford,2024,54994.284,0.15,8249.1426,0.25,15810.85665,79054.28,0.06,4743.256995,19316.73901
6/3/2009,Dorothy Hall,Customer_72473,BMW,2022,38902.2,0.15,5835.33,0.25,11184.3825,55921.91,0.15,8388.286875,8631.423125
5/22/2009,Jessica Brown,Customer_72483,BMW,2018,29464.608,0.15,4419.6912,0.25,8471.0748,42355.37,0.06,2541.32244,10349.43956
6/4/2015,John Smith,Customer_72484,Mazda,2019,14247.906,0.15,2137.1859,0.25,4096.272975,20481.36,0.07,1433.695541,4799.758459
7/19/2015,Nancy King,Customer_72496,Ford,2015,44607.054,0.15,6691.0581,0.25,12824.52803,64122.64,0.01,641.2264013,18874.3596
3/13/2009,Jennifer Davis,Customer_72514,BMW,2017,62801.724,0.15,9420.2586,0.25,18055.49565,90277.48,0.07,6319.423478,21156.33252
10/16/2015,Linda Anderson,Customer_72522,Chevrolet,2019,33386.976,0.15,5008.0464,0.25,9598.7556,47993.78,0.12,5759.25336,8847.55064
6/27/2015,Dorothy Hall,Customer_72527,Tesla,2020,54338.88,0.15,8150.832,0.25,15622.428,78112.14,0.07,5467.8498,18305.4102
3/14/2015,Joseph Scott,Customer_72528,Toyota,2022,30488.412,0.15,4573.2618,0.25,8765.41845,43827.09,0.03,1314.812768,12023.86523
1/24/2015,Karen Green,Customer_72539,Nissan,2022,26355.456,0.15,3953.3184,0.25,7577.1936,37885.97,0.08,3030.87744,8499.63656
5/1/2015,Anthony Hernandez,Customer_72543,Nissan,2018,30636.24,0.15,4595.436,0.25,8807.919,44039.6,0.07,3082.77165,10320.58835
7/30/2009,Sandra Moore,Customer_72550,Toyota,2016,30435.852,0.15,4565.3778,0.25,8750.30745,43751.54,0.09,3937.638353,9378.049647
4/19/2009,Karen Green,Customer_72557,Toyota,2021,25550.928,0.15,3832.6392,0.25,7345.8918,36729.46,0.04,1469.17836,9709.35364
5/15/2015,William Young,Customer_72566,Nissan,2022,26279.958,0.15,3941.9937,0.25,7555.487925,37777.44,0.13,4911.067151,6586.414849
2/20/2015,Jacob Walker,Customer_72593,Nissan,2020,15822.486,0.15,2373.3729,0.25,4548.964725,22744.82,0.13,2956.827071,3965.506929
10/1/2015,Dorothy Hall,Customer_72608,Nissan,2021,19407.36,0.15,2911.104,0.25,5579.616,27898.08,0.12,3347.7696,5142.9504
10/17/2009,Sandra Moore,Customer_72611,Ford,2023,43747.272,0.15,6562.0908,0.25,12577.3407,62886.7,0.13,8175.271455,10964.15655
12/4/2015,Barbara Garcia,Customer_72629,Nissan,2019,16233.504,0.15,2435.0256,0.25,4667.1324,23335.66,0.12,2800.27944,4301.87656
4/7/2009,James Miller,Customer_72647,Toyota,2020,20742.732,0.15,3111.4098,0.25,5963.53545,29817.68,0.13,3876.298043,5198.649957
12/4/2009,Linda Anderson,Customer_72650,Honda,2018,31215.12,0.15,4682.268,0.25,8974.347,44871.74,0.13,5833.32555,7823.29445
8/19/2009,Kevin Lewis,Customer_72657,Tesla,2017,40589.676,0.15,6088.4514,0.25,11669.53185,58347.66,0.02,1166.953185,16591.03082
2/1/2009,William Young,Customer_72661,Honda,2017,23120.46,0.15,3468.069,0.25,6647.13225,33235.66,0.1,3323.566125,6791.633875
4/1/2009,Barbara Garcia,Customer_72677,Honda,2024,23996.52,0.15,3599.478,0.25,6898.9995,34495,0.02,689.89995,9808.58005
5/25/2009,Richard Pierce,Customer_72679,Ford,2022,33088.476,0.15,4963.2714,0.25,9512.93685,47564.68,0.09,4280.821583,10195.38242
6/24/2015,Joseph Scott,Customer_72688,Honda,2018,17190.192,0.15,2578.5288,0.25,4942.1802,24710.9,0.07,1729.76307,5790.94493
8/31/2009,Barbara Garcia,Customer_72702,Mazda,2015,25889.016,0.15,3883.3524,0.25,7443.0921,37215.46,0.06,2232.92763,9093.51637
11/14/2015,Jessica Brown,Customer_72706,Nissan,2022,15526.632,0.15,2328.9948,0.25,4463.9067,22319.53,0.03,669.586005,6123.311995
1/7/2009,Susan Martinez,Customer_72715,Honda,2021,29221.848,0.15,4383.2772,0.25,8401.2813,42006.41,0.14,5880.89691,6903.66509
5/31/2009,Ryan Robinson,Customer_72725,Chevrolet,2022,23498.22,0.15,3524.733,0.25,6755.73825,33778.69,0.09,3040.082213,7240.387787
12/6/2009,Elizabeth Thomas,Customer_72730,Nissan,2022,30182.256,0.15,4527.3384,0.25,8677.3986,43386.99,0.04,1735.47972,11469.25428
1/17/2015,Kevin Lewis,Customer_72765,BMW,2017,39238.29,0.15,5885.7435,0.25,11281.00838,56405.04,0.05,2820.252094,14346.49791
7/1/2015,Christopher Martinez,Customer_72775,Honda,2015,27019.02,0.15,4052.853,0.25,7767.96825,38839.84,0.15,5825.976188,5994.843812
5/28/2015,Ryan Robinson,Customer_72793,Honda,2015,23403.168,0.15,3510.4752,0.25,6728.4108,33642.05,0.08,2691.36432,7547.51768
9/17/2015,Sandra Moore,Customer_72815,Toyota,2024,20408.538,0.15,3061.2807,0.25,5867.454675,29337.27,0.07,2053.609136,6875.122864
7/1/2015,Kevin Lewis,Customer_72855,Tesla,2019,45657.036,0.15,6848.5554,0.25,13126.39785,65631.99,0.02,1312.639785,18662.31422
4/26/2015,Edward Adams,Customer_72856,Mazda,2017,30979.656,0.15,4646.9484,0.25,8906.6511,44533.26,0.11,4898.658105,8654.945895
4/1/2009,Michael Jones,Customer_72871,Nissan,2022,23337.72,0.15,3500.658,0.25,6709.5945,33547.97,0.05,1677.398625,8532.851375
12/2/2009,Christopher Martinez,Customer_72876,BMW,2020,30452.94,0.15,4567.941,0.25,8755.22025,43776.1,0.05,2188.805063,11134.35494
9/5/2009,Jennifer Davis,Customer_72889,Honda,2020,18812.538,0.15,2821.8807,0.25,5408.604675,27043.02,0.03,811.2907013,7419.191299
9/3/2015,Margaret Lopez,Customer_72898,BMW,2020,53229.696,0.15,7984.4544,0.25,15303.5376,76517.69,0.04,3060.70752,20227.28648
5/7/2009,Michael Jones,Customer_72908,Ford,2016,50263.716,0.15,7539.5574,0.25,14450.81835,72254.09,0.06,4335.245505,17655.1285
11/22/2009,Jessica Brown,Customer_72923,Nissan,2015,14375.46,0.15,2156.319,0.25,4132.94475,20664.72,0.1,2066.472375,4222.787625
1/2/2009,Anthony Hernandez,Customer_72951,BMW,2015,28657.134,0.15,4298.5701,0.25,8238.926025,41194.63,0.01,411.9463013,12125.5497
